ID,ctrl_PSMs,exp_PSMs,PSM_fc,PSM_log2fc,PSM_zscore,bait,OG_category,XENLA_GeneNames,HUMAN_GeneNames,OG_annotation,OG_category_annotation
ENOG411D3ND,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701,dnai2,N,NA,DYNLT1,Dynein light chain Tctex-type,Cell motility
ENOG411DCH0,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701,dnai2,T,"lrrc1.S, scrib.S, scrib.L",LRRC1,leucine rich repeat containing 1,Signal Transduction
ENOG411CR51,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701,dnai2,O,psmd5.L,PSMD5,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 5",Post-translational modification
ENOG411D148,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701,dnai2,U,"kifap3.L, kifap3.S",KIFAP3,kinesin-associated protein 3,Intracellular trafficing and secretion
ENOG411DGJ7,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701,dnai2,D,"mastl.S, mastl.L",NA,microtubule associated serine threonine kinase-like,Cell cycle control and mitosis
ENOG411CW2E,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701,dnai2,O,aarsd1.L,AARSD1,alanyl-tRNA synthetase domain containing 1,Post-translational modification
ENOG411CVJ8,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701,dnai2,K,ssrp1.S,SSRP1,Structure specific recognition protein 1,Transcription
ENOG411CPVM,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701,dnai2,K,elp2.S,ELP2,elongator acetyltransferase complex subunit 2,Transcription
ENOG411D31G,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701,dnai2,S,"opa3.L, opa3.S",OPA3,"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)",Function Unknown
ENOG411CS6K,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701,dnai2,O,cul9.L,"CUL9, CUL7",Cullin 9,Post-translational modification
ENOG411CW4W,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701,dnai2,O,"fkbp8.S, loc100492768.S, loc100492768.L",FKBP8,"FK506 binding protein 8, 38kDa",Post-translational modification
ENOG411CP8E,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701,dnai2,O,"ubr5.S, ubr5.L",UBR5,Ubiquitin protein ligase E3 component n-recognin 5,Post-translational modification
ENOG411CXQT,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701,dnai2,K,polr1a.L,POLR1A,polymerase (RNA) I polypeptide A,Transcription
ENOG411CXDQ,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701,dnai2,Z,clasp1.L,"CLASP1, CLASP2",cytoplasmic linker associated protein,Cytoskeleton
ENOG411DGNV,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701,dnai2,Z,"dsp.S, Xetrov90014283m.L, dsp.L",NA,Desmoplakin,Cytoskeleton
ENOG411CUMF,3,9,2.45928338762215,1.298237988842262,1.708443550851191,dnai2,S,mcmbp.L,MCMBP,Minichromosome maintenance complex binding protein,Function Unknown
ENOG411CQFS,3,9,2.45928338762215,1.298237988842262,1.708443550851191,dnai2,J,gspt1.S,"GSPT2, GSPT1",G1 to S phase transition,Tranlsation
ENOG411CW4D,7,15,1.9674267100977199,0.9763098939548995,1.6708072452228269,dnai2,B,hat1.S,HAT1,Histone acetyltransferase 1,Chromatin Structure and dynamics
ENOG411CTH9,12,22,1.7404159358556752,0.7994321318708202,1.6700268980621138,dnai2,U,ipo7.L,"IPO7, IPO8",importin,Intracellular trafficing and secretion
ENOG411CW4Q,5,12,2.1313789359391966,1.0917871113748356,1.6680180348340996,dnai2,S,edc4.S,EDC4,Enhancer of mRNA decapping 4,Function Unknown
ENOG411CT1X,2,7,2.6232356134636263,1.3913473932337432,1.646950080681115,dnai2,UY,nploc4.L,NPLOC4,Nuclear protein localization 4 homolog (S. cerevisiae),NA
ENOG411CQ1R,2,7,2.6232356134636263,1.3913473932337432,1.646950080681115,dnai2,U,kif1bp.S,KIF1BP,kiaa1279,Intracellular trafficing and secretion
ENOG411CUXP,1,5,2.9511400651465802,1.561272394676056,1.6181265945922993,dnai2,UY,NA,NUP107,Nucleoporin 107kDa,NA
ENOG411CVP3,1,5,2.9511400651465802,1.561272394676056,1.6181265945922993,dnai2,C,"stoml2.S, stoml2.L",STOML2,stomatin (Epb7.2)-like 2,Energy production and conversion
ENOG411CQZV,1,5,2.9511400651465802,1.561272394676056,1.6181265945922993,dnai2,Z,"dctn4.L, dctn4.S",DCTN4,Dynactin 4 (P62),Cytoskeleton
ENOG411CQ6Z,1,5,2.9511400651465802,1.561272394676056,1.6181265945922993,dnai2,S,aaas.L,AAAS,"Achalasia, adrenocortical insufficiency, alacrimia",Function Unknown
ENOG411CUUS,1,5,2.9511400651465802,1.561272394676056,1.6181265945922993,dnai2,B,NA,CHAF1B,"Chromatin assembly factor 1, subunit B (P60)",Chromatin Structure and dynamics
ENOG411CTF4,1,5,2.9511400651465802,1.561272394676056,1.6181265945922993,dnai2,TZ,jup.S,JUP,"Catenin (Cadherin-associated protein), beta 1, 88kDa",NA
ENOG411CVKP,65,86,1.2967130589280427,0.3748592704451745,1.6075124446415436,dnai2,O,"Xelaev18000429m.g, cct5.S",CCT5,"chaperonin containing TCP1, subunit 5 (epsilon)",Post-translational modification
ENOG411CR1F,20,32,1.545835272219637,0.6283865905345926,1.606600914410915,dnai2,U,"copg1.S, copg1.L, copg2.S","COPG1, COPG2","The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins",Intracellular trafficing and secretion
ENOG411CQ0F,33,48,1.4177045410998275,0.5035568968197682,1.593429682818867,dnai2,I,"nnt.S, Xetrov90008802m.S",NNT,Nicotinamide nucleotide transhydrogenase,Lipid metabolism
ENOG411CXKR,4,10,2.164169381107492,1.1138134177048344,1.5768151979948566,dnai2,O,cul5.S,CUL5,cullin 5,Post-translational modification
ENOG411CPZP,22,34,1.4969551055091346,0.5820309548428529,1.5433143974663144,dnai2,G,"pfkp.S, pfkm.L, pfkm.S","PFKM, PFKP, PFKL",Phosphofructokinase,Carbohydrate metabolism and transport
ENOG411CRGD,47,64,1.3321118349619978,0.4137152062621979,1.5265871002761422,dnai2,C,"aldh6a1.S, aldh6a1.L",ALDH6A1,"aldehyde dehydrogenase 6 family, member A1",Energy production and conversion
ENOG411CZFR,12,21,1.6647456777749938,0.7353017944511047,1.5217267781185189,dnai2,T,aifm1.L,AIFM1,"Apoptosis-inducing factor, mitochondrion-associated, 1",Signal Transduction
ENOG411CUMH,30,43,1.3962383103919302,0.4815452022053216,1.4514241704046005,dnai2,J,eif4a2.L,"EIF4A2, EIF4A1",eukaryotic translation initiation factor,Tranlsation
ENOG411CU5H,36,50,1.3559292191214016,0.4392818702974455,1.4330458817162917,dnai2,J,"qars.S, qars.L",QARS,Glutaminyl-tRNA synthetase,Tranlsation
ENOG411CX3D,18,28,1.5014572261272074,0.5863633756388862,1.4196735545922066,dnai2,C,"ndufs2.L, ndufs2.S",NDUFS2,"NADH dehydrogenase (Ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)",Energy production and conversion
ENOG411D142,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,S,Xetrov90007272m.S,IKBIP,IKBKB interacting protein,Function Unknown
ENOG411D476,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,Z,dynll2.L,"DYNLL2, DYNLL1",dynein light chain LC8-type,Cytoskeleton
ENOG411CPPT,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,S,"mcu.S, mcu.L",MCU,mitochondrial calcium uniporter,Function Unknown
ENOG411CTZV,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,L,"rad50.L, rad50.S",RAD50,RAD50 homolog (S. cerevisiae),Replication and repair
ENOG411CRG1,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,D,NA,CTU1,cytosolic thiouridylase subunit 1 homolog (S. pombe),Cell cycle control and mitosis
ENOG411CUAU,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,U,"cog3.S, cog3.L",COG3,Component of oligomeric Golgi complex 3,Intracellular trafficing and secretion
ENOG411CSDI,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,KOT,"prmt3.S, prmt3.L",PRMT3,Protein arginine methyltransferase 3,NA
ENOG411CWNW,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,T,"tsc2.S, tsc2.L",TSC2,Tuberous sclerosis 2,Signal Transduction
ENOG411CVYM,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,J,"efl1.S, efl1.L",EFL1,elongation factor Tu GTP binding domain containing 1,Tranlsation
ENOG411CUVM,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,S,"fam98b.L, loc100488558-like.S, loc100488558-like.L","FAM98A, FAM98B","Family with sequence similarity 98, member",Function Unknown
ENOG411CYSD,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,S,pelp1.L,PELP1,"proline, glutamate and leucine rich protein 1",Function Unknown
ENOG411CUA1,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,T,"stam2.S, stam2.L, stam.L, stam.S","STAM2, STAM",signal transducing adaptor molecule (SH3 domain and ITAM motif),Signal Transduction
ENOG411CWEY,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,K,tbrg4.L,TBRG4,Transforming growth factor beta regulator 4,Transcription
ENOG411CZJS,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,A,ddx20.L,DDX20,DEAD (Asp-Glu-Ala-Asp) box polypeptide 20,RNA processing and modification
ENOG411CTV4,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,E,"ece1.L, ece2.S, ece2.L, ece1.S","ECE2, EEF1AKMT4-ECE2, ECE1",endothelin converting enzyme,Amino Acid metabolis and transport
ENOG411D0E2,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,Z,"svil.L, svil.S",SVIL,supervillin,Cytoskeleton
ENOG411CU21,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,T,"gsk3b.S, gsk3a.S, gsk3a.L","GSK3B, GSK3A, NA",Glycogen synthase kinase 3,Signal Transduction
ENOG411CZHU,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,O,"dnajc13.S, dnajc13.L",DNAJC13,"DnaJ (Hsp40) homolog, subfamily C, member 13",Post-translational modification
ENOG411CVY2,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,B,NA,ELP3,elongator acetyltransferase complex subunit 3,Chromatin Structure and dynamics
ENOG411CT96,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,K,"stat1.S, Xelaev18043074m.g, stat1.L, Xelaev18045854m.g, Xelaev18045853m.g","STAT1, STAT3",Signal transducer and activator of transcription,Transcription
ENOG411CPNJ,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,U,"ap1m1.L, ap1m2.L","AP1M1, AP1M2",Adaptor-related protein complex 1 mu,Intracellular trafficing and secretion
ENOG411CWER,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,T,"raf1.L, braf.S, raf1.S","BRAF, RAF1, ARAF",viral oncogene homolog,Signal Transduction
ENOG411CXME,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,K,Xelaev18046335m.g,"TCEA1, TCEA2",transcription elongation factor A (SII),Transcription
ENOG411CV4T,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,T,NA,DRG1,developmentally regulated GTP binding protein 1,Signal Transduction
ENOG411CRUV,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,K,"gtf3a.L, gtf3a.S",GTF3A,general transcription factor IIIA,Transcription
ENOG411CRQB,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,S,zc3h15.S,ZC3H15,Zinc finger CCCH-type containing 15,Function Unknown
ENOG411CPNQ,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,A,"Xetrov90013451m.L, snrnp200.S, snrnp200.L","ASCC3, SNRNP200",activating signal cointegrator 1 complex subunit 3,RNA processing and modification
ENOG411CZ8X,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,U,ndc1.L,NDC1,Transmembrane protein 48,Intracellular trafficing and secretion
ENOG411CWZF,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,T,gak.S,GAK,cyclin G associated kinase,Signal Transduction
ENOG411CXXZ,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,A,"plrg1.L, plrg1.S",PLRG1,Pleiotropic regulator 1,RNA processing and modification
ENOG411CSH4,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,K,"uhrf1.L, uhrf2.S","UHRF1, UHRF2",ubiquitin-like with PHD and ring finger domains,Transcription
ENOG411D009,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,L,orc2.S,ORC2,"Origin recognition complex, subunit 2",Replication and repair
ENOG411CW0Z,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,O,"cul2.L, cul2.S",CUL2,Cullin 2,Post-translational modification
ENOG411CZP4,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,S,ccdc132-like.L,VPS50,Coiled-coil domain containing 132,Function Unknown
ENOG411CU4J,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,P,"slc12a9.S, loc100498108-like.L, loc100498108-like.S",SLC12A9,"solute carrier family 12 (potassium chloride transporters), member 9",Inorganic ion transport and metabolism
ENOG411CY7Q,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,J,"tsfm.L, tsfm.S",TSFM,Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome (By similarity),Tranlsation
ENOG411CU3M,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,U,NA,EXOC7,exocyst complex component 7,Intracellular trafficing and secretion
ENOG411CUPB,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,O,dnajc9.L,DNAJC9,"DnaJ (Hsp40) homolog, subfamily C, member 9",Post-translational modification
ENOG411CXG1,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,A,NA,RAE1,RAE1 RNA export 1 homolog (S. pombe),RNA processing and modification
ENOG411D3JH,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,O,NA,RNF7,Ring finger protein 7,Post-translational modification
ENOG411CUYN,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,S,"heatr5a.L, heatr5b.L","HEATR5B, HEATR5A",HEAT repeat containing,Function Unknown
ENOG411CZMR,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,C,NA,DMAC2L,"ATP synthase, H transporting, mitochondrial Fo complex, subunit s (factor B)",Energy production and conversion
ENOG411CX0T,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,J,NA,NMD3,NMD3 homolog (S. cerevisiae),Tranlsation
ENOG411CR5I,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,S,"kdm5c.S, kdm5c.L, kdm5a-like.1.S, kdm5a-like.1.L","KDM5A, KDM5C, KDM5D",lysine (K)-specific demethylase,Function Unknown
ENOG411CPFG,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,K,"aff3-like.2.L, aff4.S, aff2.L, aff1.L, aff4.L, aff2.S, aff1.S","AFF2, AFF4, AFF3, AFF1","AF4 FMR2 family, member",Transcription
ENOG411CYKW,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,Q,"Xelaev18042044m.g, abcb7.S, abcb7.L",ABCB7,"ATP-binding cassette, sub-family B (MDR TAP), member 7",Secondary Structure
ENOG411CP4W,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,J,"xpot.S, xpot.L",XPOT,"exportin, tRNA",Tranlsation
ENOG411CQBD,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,S,NA,CWF19L1,"CWF19-like 1, cell cycle control (S. pombe)",Function Unknown
ENOG411D04R,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,S,hax1.L,HAX1,HCLS1 associated protein X-1,Function Unknown
ENOG411D4EX,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,S,"Xelaev18009818m.g, Xelaev18006280m.g, Xelaev18006281m.g, Xelaev18009806m.g, Xelaev18006278m.g, Xelaev18009817m.g, Xelaev18009812m.g, Xetrov90001502m.S, Xelaev18009809m.g, Xelaev18009814m.g, Xetrov90001500m.S, Xelaev18006277m.g, Xelaev18009813m.g, Xelaev18009805m.g, Xetrov90001499m.S, Xetrov90001506m.L, Xelaev18006279m.g, Xelaev18009811m.g, Xetrov90001502m.L, Xelaev18009810m.g, Xelaev18006283m.g, Xetrov90001499m.L, Xelaev18006273m.g, Xelaev18009816m.g, Xelaev18009808m.g, Xelaev18009815m.g, Xelaev18006275m.g",NA,Immunoglobulin V-set domain,Function Unknown
ENOG411CTB9,0,2,2.9511400651465802,1.561272394676056,1.407788694550312,dnai2,TZ,"pdlim1.L, Xelaev18009114m.g","PDLIM1, PDLIM3",PDZ and LIM domain,NA
ENOG411CWFB,2,6,2.2953311617806733,1.1987023152913476,1.394837396380582,dnai2,L,pold3.L,POLD3,"polymerase (DNA-directed), delta 3, accessory subunit",Replication and repair
ENOG411CUY5,2,6,2.2953311617806733,1.1987023152913476,1.394837396380582,dnai2,Z,actr1a.S,"ACTR1A, ACTR1B",ARP1 actin-related protein 1 homolog,Cytoskeleton
ENOG411CWMK,2,6,2.2953311617806733,1.1987023152913476,1.394837396380582,dnai2,J,"Xelaev18026588m.g, Xelaev18028877m.g, Xelaev18028878m.g",EIF4A3,eukaryotic translation initiation factor 4A3,Tranlsation
ENOG411D1N4,2,6,2.2953311617806733,1.1987023152913476,1.394837396380582,dnai2,J,NA,MRPL37,mitochondrial ribosomal protein L37,Tranlsation
ENOG411CPNI,2,6,2.2953311617806733,1.1987023152913476,1.394837396380582,dnai2,K,"rpap1.L, rpap1.S",RPAP1,RNA polymerase II associated protein 1,Transcription
ENOG411CRI6,2,6,2.2953311617806733,1.1987023152913476,1.394837396380582,dnai2,L,NA,RFC4,"Replication factor C (Activator 1) 4, 37kDa",Replication and repair
ENOG411CTU7,2,6,2.2953311617806733,1.1987023152913476,1.394837396380582,dnai2,B,"dnajc2.L, dnajc2.S",DNAJC2,"DnaJ (Hsp40) homolog, subfamily C, member 2",Chromatin Structure and dynamics
ENOG411CTWR,2,6,2.2953311617806733,1.1987023152913476,1.394837396380582,dnai2,G,galk2.L,GALK2,Galactokinase 2,Carbohydrate metabolism and transport
ENOG411CZZ8,2,6,2.2953311617806733,1.1987023152913476,1.394837396380582,dnai2,C,ndufs3.L,NDUFS3,"NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)",Energy production and conversion
ENOG411CP84,34,47,1.3490926012098652,0.43198937773108936,1.3698385171468215,dnai2,I,"acat1.L, acat1.S",ACAT1,acetyl-CoA acetyltransferase 1,Lipid metabolism
ENOG411CR61,9,16,1.672312703583062,0.7418446403178767,1.3608519240261499,dnai2,J,"nars.L, nars.S",NARS,Asparaginyl-tRNA synthetase,Tranlsation
ENOG411CVVF,9,16,1.672312703583062,0.7418446403178767,1.3608519240261499,dnai2,O,"rpn2.L, rpn2.S",RPN2,Ribophorin II,Post-translational modification
ENOG411CUIH,4,9,1.96742671009772,0.9763098939548996,1.3601638513086796,dnai2,H,ppox.L,PPOX,protoporphyrinogen oxidase,Coenzyme metabolis
ENOG411CQ39,4,9,1.96742671009772,0.9763098939548996,1.3601638513086796,dnai2,U,"Xelaev18002032m.g, Xelaev18019805m.g, Xelaev18002475m.g",NUP205,nucleoporin 205kDa,Intracellular trafficing and secretion
ENOG411CUF1,4,9,1.96742671009772,0.9763098939548996,1.3601638513086796,dnai2,B,"Xelaev18040094m.g, mta1.L, mta2.S, mta2.L, Xelaev18002694m.g, mta1.S","MTA1, MTA2, MTA3",Metastasis associated 1,Chromatin Structure and dynamics
ENOG411CT4Q,20,30,1.4521482860245076,0.5381887815630145,1.3565560862536097,dnai2,J,rars.S,RARS,Arginyl-tRNA synthetase,Tranlsation
ENOG411CQT7,41,55,1.3116178067318132,0.3913473932337433,1.3471299844460374,dnai2,H,mthfd1l.L,"MTHFD1, MTHFD1L",Methylenetetrahydrofolate dehydrogenase (NADP dependent),Coenzyme metabolis
ENOG411CQJB,1,4,2.45928338762215,1.298237988842262,1.3273307913105068,dnai2,C,Xelaev18016095m.g,"GPD1L, GPD1",Glycerol-3-phosphate dehydrogenase,Energy production and conversion
ENOG411CRVH,1,4,2.45928338762215,1.298237988842262,1.3273307913105068,dnai2,EJ,NA,ABCF3,"ATP-binding cassette, subfamily F (GCN20), member 3",NA
ENOG411CTD5,1,4,2.45928338762215,1.298237988842262,1.3273307913105068,dnai2,O,"dnaja2.L, dnaja2.S",DNAJA2,"DnaJ (Hsp40) homolog, subfamily A, member 2",Post-translational modification
